timestamp,price
2026-02-22 12:15:48.954481,0.5
2026-02-22 12:16:49.829570,0.5
2026-02-22 12:17:50.828914,0.5
2026-02-22 12:18:51.723181,0.5
2026-02-22 12:19:52.569504,0.5
2026-02-22 12:20:53.412445,0.5
2026-02-22 12:21:54.450478,0.5
2026-02-22 12:22:55.479155,0.5
2026-02-22 12:23:56.568064,0.5
2026-02-22 12:24:57.423111,0.5
2026-02-22 12:25:58.350271,0.5
2026-02-22 12:26:59.373048,0.5
2026-02-22 12:28:00.224782,0.5
2026-02-22 12:29:01.204774,0.5
2026-02-22 12:30:02.057781,0.5
2026-02-22 12:31:03.041049,0.5
2026-02-22 12:32:03.979605,0.5
2026-02-22 12:33:05.066098,0.5
2026-02-22 12:34:06.081734,0.5
2026-02-22 12:35:06.953484,0.5
2026-02-22 12:36:07.817143,0.5
2026-02-22 12:37:08.591636,0.5
2026-02-22 12:38:09.409366,0.5
2026-02-22 12:39:10.256685,0.5
2026-02-22 12:40:11.365793,0.5
2026-02-22 12:41:12.484300,0.5
2026-02-22 12:42:13.389833,0.5
2026-02-22 12:43:14.240539,0.5
2026-02-22 12:44:15.147128,0.5
2026-02-22 12:45:16.099370,0.5
2026-02-22 12:46:16.992265,0.5
2026-02-22 12:47:17.915489,0.5
2026-02-22 12:48:18.872201,0.5
2026-02-22 12:49:19.684592,0.5
2026-02-22 12:50:20.694942,0.5
2026-02-22 12:51:21.572458,0.5
2026-02-22 12:52:22.485645,0.5
2026-02-22 12:53:23.234772,0.5
2026-02-22 12:54:24.170217,0.5
2026-02-22 12:55:25.262717,0.5
2026-02-22 12:56:26.133167,0.5
2026-02-22 12:57:26.967494,0.5
2026-02-22 12:58:27.993042,0.5
2026-02-22 12:59:28.865258,0.5
2026-02-22 13:00:29.614228,0.5
2026-02-22 13:01:30.451728,0.5
2026-02-22 13:02:31.295020,0.5
2026-02-22 13:03:32.193016,0.5
2026-02-22 13:04:33.107501,0.5
2026-02-22 13:05:34.052351,0.5
2026-02-22 13:06:34.807175,0.5
2026-02-22 13:07:35.723274,0.5
2026-02-22 13:08:37.710489,0.5
2026-02-22 13:09:38.583283,0.5
2026-02-22 13:10:39.452705,0.5
2026-02-22 13:11:40.511023,0.5
2026-02-22 13:12:41.394935,0.5
2026-02-22 13:13:42.247162,0.5
2026-02-22 13:14:43.357730,0.5
2026-02-22 13:15:44.398151,0.5
2026-02-22 13:16:45.343558,0.5
2026-02-22 13:17:46.287062,0.5
2026-02-22 13:18:47.230091,0.5
2026-02-22 13:19:48.277081,0.5
2026-02-22 13:20:49.132313,0.5
2026-02-22 13:21:49.955742,0.5
2026-02-22 13:22:50.710013,0.5
2026-02-22 13:23:51.522706,0.5
2026-02-22 13:24:52.452441,0.5
2026-02-22 13:25:53.212556,0.5
2026-02-22 13:26:53.959211,0.5
2026-02-22 13:27:54.746270,0.5
2026-02-22 13:28:55.545212,0.5
2026-02-22 13:29:56.491160,0.5
2026-02-22 13:30:57.458157,0.5
2026-02-22 13:31:58.322170,0.5
2026-02-22 13:32:59.276368,0.5
2026-02-22 13:34:00.085626,0.5
2026-02-22 13:35:01.060554,0.5
2026-02-22 13:36:01.947194,0.5
2026-02-22 13:37:02.679520,0.5
2026-02-22 13:38:03.446123,0.5
2026-02-22 13:39:04.152788,0.5
2026-02-22 13:40:05.001504,0.5
2026-02-22 13:41:05.916388,0.5
2026-02-22 13:42:06.968306,0.5
2026-02-22 13:43:07.831697,0.5
2026-02-22 13:44:08.846620,0.5
2026-02-22 13:45:09.755151,0.5
2026-02-22 13:46:10.583479,0.5
2026-02-22 13:47:11.661802,0.5
2026-02-22 13:48:12.616474,0.5
2026-02-22 13:49:13.568883,0.5
2026-02-22 13:50:14.468673,0.5
2026-02-22 13:51:15.246574,0.5
2026-02-22 13:52:16.170160,0.5
2026-02-22 13:53:17.104757,0.5
2026-02-22 13:54:18.105615,0.5
2026-02-22 13:55:19.028834,0.5
2026-02-22 13:56:19.838373,0.5
2026-02-22 13:57:20.864132,0.5
2026-02-22 13:58:21.939397,0.5
2026-02-22 13:59:22.875435,0.5
2026-02-22 14:00:23.744774,0.5
2026-02-22 14:01:24.660362,0.5
2026-02-22 14:02:25.531733,0.5
2026-02-22 14:03:26.335235,0.5
2026-02-22 14:04:27.344824,0.5
2026-02-22 14:05:28.357341,0.5
2026-02-22 14:06:29.374562,0.5
2026-02-22 14:07:30.273684,0.5
2026-02-22 14:08:31.191824,0.5
2026-02-22 14:09:32.122362,0.5
2026-02-22 14:10:33.090551,0.5
2026-02-22 14:11:34.043204,0.5
2026-02-22 14:12:35.046220,0.5
2026-02-22 14:13:35.899365,0.5
2026-02-22 14:14:36.952955,0.5
2026-02-22 14:15:38.108919,0.5
2026-02-22 14:16:38.971519,0.5
2026-02-22 14:17:39.996619,0.5
