timestamp,price
2026-02-22 12:15:49.023267,0.99
2026-02-22 12:16:49.927902,0.99
2026-02-22 12:17:50.888203,0.99
2026-02-22 12:18:51.782089,0.99
2026-02-22 12:19:52.622760,0.99
2026-02-22 12:20:53.472547,0.99
2026-02-22 12:21:54.507111,0.99
2026-02-22 12:22:55.539926,0.99
2026-02-22 12:23:56.623015,0.99
2026-02-22 12:24:57.476386,0.99
2026-02-22 12:25:58.409986,0.99
2026-02-22 12:26:59.427971,0.99
2026-02-22 12:28:00.279343,0.99
2026-02-22 12:29:01.270114,0.99
2026-02-22 12:30:02.113774,0.99
2026-02-22 12:31:03.114439,0.99
2026-02-22 12:32:04.034467,0.99
2026-02-22 12:33:05.122777,0.99
2026-02-22 12:34:06.139821,0.99
2026-02-22 12:35:07.006031,0.99
2026-02-22 12:36:07.873694,0.99
2026-02-22 12:37:08.644910,0.99
2026-02-22 12:38:09.462521,0.99
2026-02-22 12:39:10.310276,0.99
2026-02-22 12:40:11.429758,0.99
2026-02-22 12:41:12.549049,0.99
2026-02-22 12:42:13.447620,0.99
2026-02-22 12:43:14.299670,0.99
2026-02-22 12:44:15.206990,0.99
2026-02-22 12:45:16.155815,0.99
2026-02-22 12:46:17.047892,0.99
2026-02-22 12:47:17.977127,0.99
2026-02-22 12:48:18.934827,0.99
2026-02-22 12:49:19.741236,0.99
2026-02-22 12:50:20.762143,0.99
2026-02-22 12:51:21.626354,0.99
2026-02-22 12:52:22.549224,0.99
2026-02-22 12:53:23.287121,0.99
2026-02-22 12:54:24.233248,0.99
2026-02-22 12:55:25.317241,0.99
2026-02-22 12:56:26.189576,0.99
2026-02-22 12:57:27.034000,0.99
2026-02-22 12:58:28.052841,0.99
2026-02-22 12:59:28.921683,0.99
2026-02-22 13:00:29.663566,0.99
2026-02-22 13:01:30.511807,0.99
2026-02-22 13:02:31.352400,0.99
2026-02-22 13:03:32.246744,0.99
2026-02-22 13:04:33.161504,0.99
2026-02-22 13:05:34.114111,0.99
2026-02-22 13:06:34.855545,0.99
2026-02-22 13:07:35.772567,0.99
2026-02-22 13:08:37.767136,0.99
2026-02-22 13:09:38.635508,0.99
2026-02-22 13:10:39.515018,0.99
2026-02-22 13:11:40.568872,0.99
2026-02-22 13:12:41.448806,0.99
2026-02-22 13:13:42.301323,0.99
2026-02-22 13:14:43.416788,0.99
2026-02-22 13:15:44.460637,0.99
2026-02-22 13:16:45.404294,0.99
2026-02-22 13:17:46.348324,0.99
2026-02-22 13:18:47.288417,0.99
2026-02-22 13:19:48.341485,0.99
2026-02-22 13:20:49.185197,0.99
2026-02-22 13:21:50.009831,0.99
2026-02-22 13:22:50.770334,0.99
2026-02-22 13:23:51.577736,0.99
2026-02-22 13:24:52.509686,0.99
2026-02-22 13:25:53.267270,0.99
2026-02-22 13:26:54.017416,0.99
2026-02-22 13:27:54.806180,0.99
2026-02-22 13:28:55.600412,0.99
2026-02-22 13:29:56.546195,0.99
2026-02-22 13:30:57.520490,0.99
2026-02-22 13:31:58.375782,0.99
2026-02-22 13:32:59.334939,0.99
2026-02-22 13:34:00.149728,0.99
2026-02-22 13:35:01.120101,0.99
2026-02-22 13:36:02.002195,0.99
2026-02-22 13:37:02.736021,0.99
2026-02-22 13:38:03.500027,0.99
2026-02-22 13:39:04.202813,0.99
2026-02-22 13:40:05.064427,0.99
2026-02-22 13:41:05.978821,0.99
2026-02-22 13:42:07.052156,0.99
2026-02-22 13:43:07.882750,0.99
2026-02-22 13:44:08.902172,0.99
2026-02-22 13:45:09.814463,0.99
2026-02-22 13:46:10.644195,0.99
2026-02-22 13:47:11.724445,0.99
2026-02-22 13:48:12.670319,0.99
2026-02-22 13:49:13.620459,0.99
2026-02-22 13:50:14.520311,0.99
2026-02-22 13:51:15.299102,0.99
2026-02-22 13:52:16.259900,0.99
2026-02-22 13:53:17.165849,0.99
2026-02-22 13:54:18.160349,0.99
2026-02-22 13:55:19.084830,0.99
2026-02-22 13:56:19.900093,0.99
2026-02-22 13:57:20.966706,0.99
2026-02-22 13:58:22.013193,0.99
2026-02-22 13:59:22.925754,0.99
2026-02-22 14:00:23.809132,0.99
2026-02-22 14:01:24.712565,0.99
2026-02-22 14:02:25.584856,0.99
2026-02-22 14:03:26.392723,0.99
2026-02-22 14:04:27.404086,0.99
2026-02-22 14:05:28.412970,0.99
2026-02-22 14:06:29.435285,0.99
2026-02-22 14:07:30.329814,0.99
2026-02-22 14:08:31.251740,0.99
2026-02-22 14:09:32.182020,0.99
2026-02-22 14:10:33.147517,0.99
2026-02-22 14:11:34.124496,0.99
2026-02-22 14:12:35.106506,0.99
2026-02-22 14:13:35.957421,0.99
2026-02-22 14:14:37.015158,0.99
2026-02-22 14:15:38.168048,0.99
2026-02-22 14:16:39.034900,0.99
2026-02-22 14:17:40.059379,0.99
